,...6,StartDate.x,EndDate.x,Status.x,Progress.x,Duration (in seconds).x,Finished.x,RecordedDate.x,RecipientLastName.x,RecipientFirstName.x,RecipientEmail.x,ExternalReference.x,LocationLatitude.x,LocationLongitude.x,DistributionChannel.x,UserLanguage.x,Q3.x,Q49.x,Q5,Q6.x,Q4.x,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,Create New Field or Choose From Dropdown...,CODE,age,gender,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj,StartDate.y,EndDate.y,Status.y,Progress.y,Duration (in seconds).y,Finished.y,RecordedDate.y,RecipientLastName.y,RecipientFirstName.y,RecipientEmail.y,ExternalReference.y,LocationLatitude.y,LocationLongitude.y,DistributionChannel.y,UserLanguage.y,Q3.y,Q49.y,Q14,Q6.y,Q4.y,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_First Click,DES time_Last Click,DES time_Page Submit,DES time_Click Count,Duration__in_seconds
426,NA,04/11/2022 09:24,04/11/2022 09:27,0,100,187,1,04/11/2022 09:27,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,17.944,62.878,63.778,11,1,1,0,4,3,3,3,3,2,2,2,0,0,0,1,1,-2,0,-1,NA,441,20,Woman,3,3,4,0,3,3,0,0,2,0,0,1,0,0,04/11/2022 09:31,04/11/2022 09:45,0,100,871,1,04/11/2022 09:45,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,14.377,852.714,853.418,29,6,8,3,0,3,1,1,0,6,6,5,6,6,8,5,5,1,2,5,8,8,8,6,4,4,5,4,5,14.378,852.714,853.418,29,871
427,NA,03/10/2022 13:01,03/10/2022 13:04,0,100,144,1,03/10/2022 13:04,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,15.461,58.061,60.148,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,70,18,Other/prefer not to say,5,3,3,2.5,0,0,0,0,2,0,5,0,0,5,03/10/2022 13:04,03/10/2022 13:08,0,100,220,1,03/10/2022 13:08,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,12.179,184.978,186.09,35,3,7,0,0,1,0,0,0,1,4,0,0,0,0,2,7,0,1,0,5,10,3,3,7,4,2,0,0,12.179,184.978,186.09,35,220
428,NA,04/11/2022 08:34,04/11/2022 08:37,0,100,194,1,04/11/2022 08:37,NA,NA,NA,NA,51.5212,-0.2197,anonymous,EN,1,1,20,Man,1,4.459,79.847,80.568,64,0,0,2,0,0,0,1,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,NA,213,20,Man,5,4,0,0,1,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,30/10/2022 06:00,30/10/2022 06:04,0,100,190,1,30/10/2022 06:04,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,56,Man,1,18.463,73.971,76.637,11,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,NA,25/09/2022 09:42,25/09/2022 09:44,0,100,129,1,25/09/2022 09:44,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,20,Woman,1,12.555,62.025,63.697,12,0,0,0,0,0,0,3,0,0,0,0,-1,1,-2,-2,2,-2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/09/2022 09:45,25/09/2022 09:51,0,100,368,1,25/09/2022 09:51,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,20,Woman,1,50.551,350.265,352.563,36,6,3,0,2,0,0,0,0,0,0,0,0,0,3,8,0,0,5,3,6,7,3,2,4,0,0,2,0,50.551,350.265,352.563,36,368
431,NA,15/11/2022 08:08,15/11/2022 08:10,0,100,134,1,15/11/2022 08:10,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Man,1,10.183,64.749,65.919,17,0,0,0,1,1,0,3,0,0,0,2,0,1,-1,-2,1,2,2,-1,NA,435,19,Man,4,3,0,1,3,2,0,0,1,0,2,0,1,1,15/11/2022 11:16,15/11/2022 11:21,0,100,315,1,15/11/2022 11:21,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Man,1,7.204,281.857,284.602,38,4,8,3,0,2,3,0,0,0,0,5,3,2,0,7,2,0,0,1,5,3,9,8,7,1,0,4,6,7.107,281.858,284.602,38,315
432,NA,02/10/2022 03:19,02/10/2022 03:26,0,100,438,1,02/10/2022 03:26,NA,NA,NA,NA,51.4536,-0.4233,anonymous,EN,1,1,49,Man,1,33.144,194.325,195.303,15,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,-1,-2,-1,0,-1,NA,162,49,Man,2,0,2,0,1,2,0,0,0,0,0,0,0,0,26/11/2022 10:41,26/11/2022 10:49,0,100,502,1,26/11/2022 10:49,NA,NA,NA,NA,51.41,0.8545,anonymous,EN,1,1,50,Man,1,51.078,398.2,399.827,31,1,3,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,51.079,398.2,399.827,31,502
433,NA,04/10/2022 06:35,04/10/2022 06:40,0,100,259,1,04/10/2022 06:40,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,26.307,136.601,138.284,14,1,2,1,3,3,3,4,2,1,3,0,1,1,0,1,0,1,2,1,NA,286,19,Woman,5,5,1,0.5,4,2,1,0,2,2.449489743,2,3,1,0,04/10/2022 06:41,04/10/2022 06:49,0,100,493,1,04/10/2022 06:49,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,40.316,429.51,449.728,53,5,9,2,1,4,4,3,6,2,6,10,10,8,3,7,4,3,4,5,8,6,6,2,7,2,6,3,4,40.316,429.509,449.727,53,493
434,NA,11/10/2022 02:54,11/10/2022 02:56,0,100,144,1,11/10/2022 02:56,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,10.308,61.295,62.39,12,5,0,2,4,4,4,4,4,4,4,4,2,2,2,0,2,2,2,2,NA,39,19,Woman,4,5,0,4,5,4,1,0,4,1,1,1,5,3,11/10/2022 13:04,11/10/2022 13:07,0,100,196,1,11/10/2022 13:07,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,26.324,175.629,176.467,35,8,8,6,0,1,5,4,0,4,0,0,3,0,7,8,1,1,4,0,9,1,1,2,2,0,1,2,1,26.326,175.63,176.467,35,196
435,NA,29/09/2022 05:34,29/09/2022 05:37,0,100,210,1,29/09/2022 05:37,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,15.014,55.041,57.627,11,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,NA,83,18,Man,5,5,0,0,4,3,1,0,0,0,5,0,0,0,02/10/2022 09:37,02/10/2022 09:40,0,100,207,1,02/10/2022 09:40,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,20.132,187.33,189.162,44,2,1,0,0,0,0,0,0,3,7,0,0,0,0,2,0,1,0,0,0,4,0,3,2,1,0,0,0,20.132,187.33,189.162,44,207
436,NA,01/10/2022 10:54,01/10/2022 10:58,0,100,252,1,01/10/2022 10:58,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,9.067,114.789,115.219,28,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-2,0,-1,-1,-1,NA,92,18,Woman,3,1,4,0,1,1,0,0,0,0,2,0,0,0,01/10/2022 11:04,01/10/2022 11:10,0,100,391,1,01/10/2022 11:10,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,6.09,321.127,322.282,71,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,3,0,0,0,1,0,0,6.09,321.132,322.286,71,391
437,NA,06/12/2022 20:07,06/12/2022 20:09,0,100,116,1,06/12/2022 20:09,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,20,Woman,1,19.277,61.284,62.182,18,3,3,1,1,0,0,3,0,0,0,1,-1,-2,2,-2,2,2,1,2,NA,459,19,Woman,3,4,0,1,3,1,0,0,1,0,0,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,11/10/2022 07:15,11/10/2022 07:18,0,100,171,1,11/10/2022 07:18,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,21.683,96.678,97.502,14,1,3,1,4,4,2,4,4,2,0,1,2,2,2,1,2,2,2,2,NA,46,18,Woman,5,4,0,0.5,4,1,0,0,1,1.732050808,3,1,1,0,11/10/2022 17:06,11/10/2022 17:09,0,100,172,1,11/10/2022 17:09,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,20.96,145.46,146.355,37,5,9,1,0,3,0,4,0,1,8,10,9,9,10,10,3,10,10,4,10,5,10,5,9,2,1,6,3,20.961,145.46,146.355,37,172
439,NA,31/10/2022 08:13,31/10/2022 08:16,0,100,189,1,31/10/2022 08:16,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,13.474,85.753,87.379,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2,0,1,-2,NA,342,19,Woman,3,3,0,2,3,1,0,0,1,0,0,1,1,3,03/10/2022 09:10,03/10/2022 09:14,0,100,236,1,03/10/2022 09:14,NA,NA,NA,NA,51.5549,0.0529,anonymous,EN,1,1,19,Woman,1,14.033,199.705,201.855,29,3,8,4,0,3,2,3,4,1,4,0,0,6,2,4,3,6,6,4,6,8,5,6,6,6,3,6,3,14.034,199.604,201.855,29,236
440,NA,05/10/2022 09:17,05/10/2022 09:19,0,100,119,1,05/10/2022 09:19,NA,NA,NA,NA,50.8435,-0.2166,anonymous,EN,1,1,20,Woman,1,0.979,57.437,58.034,39,0,0,0,1,0,0,2,0,0,0,2,-2,-2,0,-2,2,2,2,2,NA,166,20,Woman,0,5,2,3,3,0,1,1,0,0,1,0,3,3,30/10/2022 05:27,30/10/2022 05:31,0,100,269,1,30/10/2022 05:31,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,20,Woman,1,14.113,226.15,227.901,32,8,8,5,0,5,1,1,3,1,4,0,0,0,2,7,7,7,7,6,9,9,1,5,8,6,6,7,0,14.113,226.15,227.901,32,269
441,NA,11/11/2022 04:28,11/11/2022 04:30,0,100,131,1,11/11/2022 04:30,NA,NA,NA,NA,51.3997,-0.2515,anonymous,EN,1,1,22,Woman,1,7.431,61.31,62.06,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/11/2022 04:47,11/11/2022 04:51,0,100,259,1,11/11/2022 04:51,NA,NA,NA,NA,51.3997,-0.2515,anonymous,EN,1,1,22,Woman,1,19.81,240.858,241.306,32,2,5,1,1,1,0,0,0,3,0,5,1,1,2,0,0,0,0,1,3,0,0,3,4,3,3,0,1,19.811,240.858,241.306,32,259
442,NA,13/10/2022 07:11,14/10/2022 06:22,0,100,83439,1,14/10/2022 06:22,NA,NA,NA,NA,51.1488,-0.7177,anonymous,EN,1,1,19,Woman,1,23.808,99.153,100.041,18,0,1,1,3,1,1,5,3,2,0,2,-1,1,2,-2,0,1,2,2,NA,846,18,Woman,3,3,0,1,2,2,0,0,0,0,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,16/11/2022 09:53,16/11/2022 09:56,0,100,155,1,16/11/2022 09:56,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Prefer not to say,1,15.41,80.257,82.802,11,1,1,2,3,0,1,5,1,0,0,3,1,2,2,2,2,2,2,2,NA,41,18,Other/prefer not to say,4,5,0,2.5,1,1,0,0,0,0,4,0,1,4,14/11/2022 13:28,14/11/2022 13:32,0,100,275,1,14/11/2022 13:32,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Other,1,23.443,240.932,241.709,33,3,8,1,1,0,0,2,0,7,6,3,2,5,1,6,1,9,9,6,10,10,6,2,5,2,0,4,0,23.443,240.83,241.707,33,275
444,NA,13/11/2022 06:46,13/11/2022 06:48,0,100,143,1,13/11/2022 06:48,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Another,1,13.059,60.204,60.757,12,0,0,0,1,0,1,0,0,0,0,0,-2,-1,-1,-1,-2,-2,-2,-1,NA,359,18,Other/prefer not to say,4,4,0,0,1,1,0,0,1,0,5,0,0,0,07/11/2022 16:02,07/11/2022 16:06,0,100,250,1,07/11/2022 16:06,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Other,1,28.769,206.11,207.301,42,3,3,0,0,0,0,1,0,5,0,1,0,1,0,7,0,0,2,0,3,1,0,1,4,2,0,4,0,28.768,206.11,207.3,42,250
445,NA,16/10/2022 08:10,16/10/2022 08:11,0,100,95,1,16/10/2022 08:12,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,14.407,41.079,42.301,10,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-1,-2,-1,-1,-1,-1,NA,790,18,Woman,5,5,0,1,4,4,0,0,1,0,0,3,1,1,16/10/2022 08:00,16/10/2022 08:05,0,100,290,1,16/10/2022 08:05,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,35.465,197.852,199.058,38,3,6,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,2,4,1,0,0,0,35.466,197.853,199.058,38,290
446,NA,05/10/2022 04:07,05/10/2022 04:09,0,100,138,1,05/10/2022 04:09,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,20,Woman,1,17.471,73.809,75.074,12,0,0,1,0,0,0,0,0,1,0,0,0,-2,-2,-1,-2,1,0,-1,NA,691,20,Woman,4,4,0,2.5,4,2,0,0,3,0,0,5,3,2,05/10/2022 05:05,05/10/2022 05:09,0,100,198,1,05/10/2022 05:09,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,20,Woman,1,34.13,181.654,182.404,41,4,4,0,0,0,0,0,0,0,3,0,0,0,1,1,0,5,0,0,4,0,0,3,5,0,3,1,0,34.129,181.653,182.403,41,198
447,NA,01/10/2022 10:55,01/10/2022 11:00,0,100,300,1,01/10/2022 11:00,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,11.886,135.008,137.001,14,0,0,0,3,1,0,0,0,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/09/2022 09:06,29/09/2022 09:10,0,100,225,1,29/09/2022 09:10,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,18.186,200.395,201.347,31,1,2,1,0,0,0,0,0,0,1,1,0,2,0,2,1,0,1,2,1,7,4,4,7,4,0,0,1,18.187,200.395,201.347,31,225
448,NA,01/10/2022 10:51,01/10/2022 10:53,0,100,153,1,01/10/2022 10:53,NA,NA,NA,NA,51.0595,0.2588,anonymous,EN,1,1,18,Woman,1,2.821,76.987,78.249,32,1,2,0,2,2,0,5,2,4,0,0,1,0,1,1,0,2,1,1,NA,100,18,Woman,3,4,0,0.5,2,3,0,0,1,0,5,0,0,1,01/10/2022 10:38,01/10/2022 10:44,0,100,326,1,01/10/2022 10:44,NA,NA,NA,NA,51.0595,0.2588,anonymous,EN,1,1,18,Woman,1,4.132,263.134,263.88,60,4,5,0,0,0,0,1,0,7,1,3,6,1,0,3,4,7,7,6,6,0,0,2,1,0,0,0,7,4.133,263.134,263.88,60,326
449,NA,27/11/2022 08:05,27/11/2022 08:08,0,100,156,1,27/11/2022 08:08,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,19.14,80.665,82.029,34,2,2,0,2,3,0,1,0,0,0,0,1,1,1,0,1,1,2,1,NA,382,18,Woman,1,3,0,1,2,1,0,0,2,2,2,2,1,1,09/12/2022 08:03,09/12/2022 08:06,0,100,191,1,09/12/2022 08:06,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,10.757,157.744,159.23,68,4,7,2,1,1,0,0,0,4,3,5,2,1,0,2,4,5,2,3,5,1,7,1,0,1,0,0,0,10.757,157.744,159.229,68,191
450,NA,02/10/2022 12:02,02/10/2022 12:03,0,5,5,0,09/10/2022 12:03,NA,NA,NA,NA,NA,NA,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,19,Woman,1,1,2,0,1,0,0,0,0,0,1,0,0,0,02/10/2022 11:46,02/10/2022 11:52,0,100,341,1,02/10/2022 11:52,NA,NA,NA,NA,50.7912,-0.0054,anonymous,EN,1,1,20,Woman,1,1.354,320.909,322.174,72,4,6,0,0,0,0,1,0,1,2,1,0,2,1,2,0,1,1,1,3,3,3,4,3,1,0,0,0,1.354,320.909,322.174,72,341
451,NA,25/11/2022 10:58,25/11/2022 11:02,0,100,199,1,25/11/2022 11:02,NA,NA,NA,NA,52.085,-0.2683,anonymous,EN,1,1,18,Woman,1,9.298,104.939,105.983,23,1,0,1,2,1,0,2,1,1,0,1,1,2,-1,-1,0,0,2,1,NA,256,18,Woman,5,4,0,0,1,3,0,0,3,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,04/10/2022 02:58,04/10/2022 03:01,0,100,190,1,04/10/2022 03:01,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,6.25,107.488,108.428,28,1,2,4,5,4,3,4,2,0,3,1,0,1,1,-1,0,2,0,0,NA,131,18,Woman,4,5,3,3,4,1,0,0,5,0,5,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,05/12/2022 09:33,05/12/2022 09:36,0,100,147,1,05/12/2022 09:36,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,19.488,66.275,68.057,12,0,0,0,3,3,3,0,0,0,0,0,-2,-2,-2,-1,-2,-2,-2,-2,NA,850,19,Woman,2,1,3,0,3,3,0,0,3,0,0,2,0,0,15/04/2022 06:32,15/04/2022 06:37,0,100,339,1,15/04/2022 06:37,NA,NA,NA,NA,50.8326,-0.0764,anonymous,EN,1,1,19,Woman,1,22.328,298.17,303.123,35,1,8,2,0,0,0,0,0,1,0,0,3,0,5,3,1,2,3,1,2,4,6,3,6,2,0,0,3,22.328,298.17,303.122,35,339
454,NA,08/10/2022 09:58,08/10/2022 10:03,0,100,288,1,08/10/2022 10:03,NA,NA,NA,NA,51.532,0.0884,anonymous,EN,1,1,19,Woman,1,5.745,151.75,153.321,46,0,1,2,0,0,0,4,1,0,0,4,0,2,1,-1,1,0,2,1,NA,309,19,Woman,3,4,0,0.5,3,2,3,0,0,0,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,10/10/2022 10:23,10/10/2022 10:26,0,100,173,1,10/10/2022 10:26,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,8.175,90.884,91.614,45,0,0,0,2,1,3,1,1,0,1,0,0,1,1,-1,1,2,1,0,NA,354,18,Woman,4,3,1,0.5,4,2,0,0,3,0,0,3,1,0,10/10/2022 10:17,10/10/2022 10:22,0,100,270,1,10/10/2022 10:22,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,0.938,244.651,245.258,99,7,6,3,0,1,0,0,0,4,0,2,2,3,0,1,2,0,3,4,0,3,7,7,4,0,0,1,0,0.937,244.65,245.258,99,270
456,NA,01/12/2022 05:47,01/12/2022 05:49,0,100,155,1,01/12/2022 05:49,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,13.445,70.88,71.507,36,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,NA,311,18,Woman,4,2,4,3.5,4,5,0,0,2,0,0,0,4,3,16/11/2022 06:49,16/11/2022 06:56,0,100,415,1,16/11/2022 06:56,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,8.413,380.085,380.739,82,2,2,1,0,3,1,0,0,1,4,1,1,0,3,4,5,0,1,0,1,1,1,0,1,3,1,0,0,8.415,380.086,380.77,82,415
457,NA,30/11/2022 06:25,30/11/2022 06:28,0,100,174,1,30/11/2022 06:28,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,19,Man,1,25.025,77.132,78.782,11,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,-2,1,-2,-2,-2,NA,617,18,Man,1,1,0,2,0,0,0,0,0,0,2,0,2,2,30/11/2022 06:31,30/11/2022 06:37,0,100,374,1,30/11/2022 06:37,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,19,Man,1,17.861,335.965,337.375,34,7,6,0,0,0,0,0,2,2,1,1,0,0,4,4,3,5,2,1,6,0,3,4,6,1,0,0,0,17.863,335.965,337.375,34,374
458,NA,21/10/2022 19:32,21/10/2022 19:35,0,100,201,1,21/10/2022 19:35,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Prefer not to say,1,12.484,94.065,94.782,40,0,0,1,2,1,0,4,2,2,0,1,-2,0,-1,-2,1,0,-1,-2,NA,74,20,Other/prefer not to say,4,2,3,3.5,5,3,1,0,3,0,0,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,10/10/2022 06:34,10/10/2022 06:37,0,100,161,1,10/10/2022 06:37,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,16.835,99.063,100.541,14,3,1,2,4,1,3,4,1,3,2,2,1,1,0,2,1,2,2,-1,NA,248,18,Woman,3,3,4,5,5,2,0,0,4,1.732050808,3,1,5,5,02/10/2022 12:12,02/10/2022 12:17,0,100,327,1,02/10/2022 12:17,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,15.591,221.741,222.502,39,2,7,1,0,0,2,3,0,0,4,0,2,1,7,6,6,5,7,7,7,4,0,2,6,1,1,3,0,15.594,221.742,222.502,39,327
460,NA,13/11/2022 07:55,13/11/2022 07:58,0,100,169,1,13/11/2022 07:58,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Another,1,8.253,97.019,98.078,18,0,0,2,1,0,1,4,0,0,1,0,-2,-2,-2,-2,1,1,1,1,NA,254,18,Non-binary,3,2,4,1,2,2,2,0,2,0,0,5,1,1,13/11/2022 07:49,13/11/2022 07:54,0,100,286,1,13/11/2022 07:54,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Other,1,43.219,227.669,228.766,33,0,1,0,0,0,0,1,0,0,2,0,0,1,1,2,0,1,1,0,3,3,0,0,1,1,0,2,0,43.221,227.669,228.766,33,286
461,NA,04/10/2022 03:37,04/10/2022 03:38,0,27,14,0,11/10/2022 04:03,NA,NA,NA,NA,NA,NA,anonymous,EN,1,1,19,Woman,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/10/2022 03:22,04/10/2022 03:27,0,100,276,1,04/10/2022 03:27,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,1,1,19,Woman,1,5.311,246.736,247.561,95,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,1,1,0,0,0,5.311,246.737,247.561,95,276
