,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q49,Q5,Q6,Q4,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,Create New Field or Choose From Dropdown...,CODE,age,gender,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
255,28/09/2022 07:06,28/09/2022 07:11,0,100,294,1,28/09/2022 07:11,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,26,Woman,1,32.247,161.334,163.155,29,0,0,0,2,0,0,5,2,0,0,3,1,1,0,0,2,1,2,0,NA,697,25,Woman,5,2,0,2.5,3,2,0,0,3,0,5,0,4,1
256,10/10/2022 09:42,10/10/2022 09:45,0,100,154,1,10/10/2022 09:45,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,22,Woman,1,10.906,76.556,77.389,16,0,0,3,3,0,0,4,0,0,0,4,0,0,-2,-2,0,0,1,1,NA,612,21,Woman,2,2,3,0.5,2,2,1,0,1,2.45,2,3,0,1
257,07/10/2022 03:42,07/10/2022 03:45,0,100,186,1,07/10/2022 03:45,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,7.753,50.711,51.53,32,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,2,1,1,NA,59,18,Woman,3,4,2,2,5,4,0,0,1,0,5,0,1,3
258,03/10/2022 03:59,03/10/2022 04:04,0,100,286,1,03/10/2022 04:04,NA,NA,NA,NA,51.4615,-0.1409,anonymous,EN,1,1,22,Woman,1,1.832,151.515,154.577,29,0,3,1,5,2,1,3,3,3,0,2,1,0,1,-2,0,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,20/10/2022 10:28,20/10/2022 10:31,0,100,138,1,20/10/2022 10:31,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,13.08,60.251,62.002,11,0,0,1,2,2,0,1,0,0,0,1,-1,-2,-1,-2,-1,-1,-1,-1,NA,109,18,Woman,4,4,1,2.5,5,2,0,0,2,1.732050808,3,1,3,2
260,18/10/2022 09:57,18/10/2022 09:59,0,100,144,1,18/10/2022 09:59,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,21.417,76.954,78,11,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,NA,174,18,Woman,2,0,0,0.5,0,0,0,0,0,0,0,0,1,0
261,21/09/2022 09:05,21/09/2022 09:07,0,100,90,1,21/09/2022 09:07,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,12.391,44.069,44.75,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,725,18,Woman,3,2,0,1,2,3,0,5,2,0,0,0,1,1
262,02/11/2022 16:19,02/11/2022 16:23,0,100,234,1,02/11/2022 16:23,NA,NA,NA,NA,51.6518,-0.1933,anonymous,EN,1,1,18,Woman,1,9.364,120.189,121.094,31,1,1,2,2,5,4,5,5,3,3,5,1,0,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,04/10/2022 05:28,04/10/2022 05:31,0,100,194,1,04/10/2022 05:31,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,11.112,109.701,110.48,14,4,5,3,0,0,0,3,3,0,3,2,1,1,-2,-2,0,-1,1,0,NA,186,19,Woman,4,4,1,2.5,3,3,0,0,0,0,4,0,1,4
264,09/10/2022 12:52,09/10/2022 12:56,0,100,283,1,09/10/2022 12:56,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Another,1,10.478,60.949,62.001,30,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,0,1,1,NA,707,18,Non-binary,2,3,2,2.5,1,1,0,0,0,0,4,0,2,3
265,25/10/2022 06:14,25/10/2022 06:19,0,100,303,1,25/10/2022 06:19,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,13.157,95.327,102.097,12,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-1,-1,-1,0,NA,349,18,Woman,4,2,0,0,3,4,0,0,2,0,0,5,0,0
266,08/10/2022 20:17,08/10/2022 20:19,0,100,102,1,08/10/2022 20:19,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,7.085,43.868,44.777,11,0,0,0,1,0,0,1,0,0,0,0,-2,-2,-2,-2,0,-2,0,0,NA,429,18,Woman,4,2,1,0,2,3,0,0,0,0,5,0,0,0
267,20/11/2022 13:05,20/11/2022 13:07,0,100,164,1,20/11/2022 13:07,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Another,1,26.238,60.843,61.961,11,0,0,0,3,0,0,0,0,0,0,0,0,0,-2,-2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,15/11/2022 11:15,15/11/2022 11:21,0,100,347,1,15/11/2022 11:21,NA,NA,NA,NA,50.9097,-0.2687,anonymous,EN,1,1,58,Woman,1,17.302,200.726,201.892,27,0,0,0,2,1,0,4,0,4,1,4,-1,-2,1,0,-1,-1,1,1,NA,659,57,Woman,4,4,0,2.5,3,4,0,0,0,0,0,3,2,3
269,30/10/2022 15:00,30/10/2022 15:03,0,100,170,1,30/10/2022 15:03,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,11.157,71.788,72.948,29,0,0,0,3,0,0,1,0,0,0,2,1,1,0,2,1,1,1,1,NA,586,18,Woman,3,4,2,3.5,5,3,0,0,1,2.24,5,1,4,3
270,25/10/2022 09:34,25/10/2022 09:37,0,100,175,1,25/10/2022 09:37,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,39.652,108.259,109.3,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,NA,620,18,Woman,3,1,0,2,3,2,0,0,3,2.24,1,5,2,2
271,05/11/2022 16:26,05/11/2022 16:30,0,100,237,1,05/11/2022 16:30,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,5.925,183.556,184.349,26,3,1,0,3,2,0,4,1,1,0,3,2,2,2,-1,2,0,2,1,NA,288,18,Woman,4,5,1,0,2,1,1,0,0,0,0,5,0,0
272,06/11/2022 08:53,06/11/2022 08:55,0,100,131,1,06/11/2022 08:55,NA,NA,NA,NA,51.5064,-0.02,anonymous,EN,1,1,20,Woman,1,23.137,68.294,69.246,11,3,1,3,5,3,0,5,0,0,0,1,1,2,1,2,2,2,2,2,NA,478,19,Woman,2,5,0,2.5,5,3,0,0,2,0,0,2,1,4
273,06/11/2022 07:20,06/11/2022 07:26,0,100,362,1,06/11/2022 07:26,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,43.54,193.687,198.327,11,2,0,1,2,3,1,4,0,0,0,0,0,1,0,-1,-2,-1,0,-1,NA,234,19,Woman,5,4,3,2.5,4,2,0,0,1,0,0,5,2,3
274,12/10/2022 15:06,12/10/2022 15:10,0,100,224,1,12/10/2022 15:10,NA,NA,NA,NA,50.8069,-0.5834,anonymous,EN,1,1,20,Woman,1,26.991,94.42,95.938,13,1,0,0,1,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,-2,1,-2,NA,724,19,Woman,5,1,1,0.5,3,2,0,0,1,0,5,0,1,0
275,11/10/2022 13:02,11/10/2022 13:03,0,100,62,1,11/10/2022 13:03,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,0.545,35.618,36.033,36,5,1,3,4,1,2,2,1,3,3,2,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,20/11/2022 12:00,20/11/2022 16:25,0,100,15898,1,20/11/2022 16:25,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,17.4,72,72.842,15,0,0,0,4,0,0,0,5,0,4,0,0,1,1,1,-1,1,-1,1,NA,727,19,Woman,1,1,0,1.5,0,1,0,0,0,0,0,5,1,2
277,20/10/2022 10:05,20/10/2022 10:07,0,100,139,1,20/10/2022 10:07,NA,NA,NA,NA,51.509,-0.1882,anonymous,EN,1,1,26,Woman,1,4.304,72.97,74.028,22,0,0,0,5,5,5,0,0,0,0,0,-2,-2,-2,-2,-2,0,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,01/10/2022 07:16,01/10/2022 07:18,0,100,136,1,01/10/2022 07:18,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Man,1,8.246,59.771,61.014,13,0,0,0,2,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,NA,638,18,Man,2,3,4,2,2,1,0,0,0,1.41,2,1,2,2
279,03/10/2022 07:28,03/10/2022 07:30,0,100,144,1,03/10/2022 07:30,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,21.42,76.037,76.73,16,0,0,0,2,2,0,3,1,0,0,0,-1,-2,-2,-1,-1,0,0,1,NA,472,18,Woman,2,3,1,1.5,4,3,0,0,2,0,0,3,1,2
280,01/10/2022 10:37,01/10/2022 10:40,0,100,151,1,01/10/2022 10:40,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,16.497,80.538,82.229,11,0,0,0,2,1,0,0,0,0,0,0,-1,-2,-1,-2,-1,-2,-1,-1,NA,746,18,Woman,5,4,2,2,3,4,3,0,2,0,0,5,1,3
281,26/09/2022 13:03,26/09/2022 13:11,0,100,435,1,26/09/2022 13:11,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,21,Woman,1,10.708,256.631,260.394,15,0,1,0,4,2,0,3,1,2,0,4,-1,0,1,0,1,0,1,0,NA,867,20,Woman,3,2,4,3.5,5,3,0,0,4,0,0,5,3,4
282,29/09/2022 09:38,29/09/2022 09:41,0,100,175,1,29/09/2022 09:41,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,35.383,85.963,86.949,11,0,0,1,0,0,0,0,0,0,0,0,-2,-1,-1,-2,-1,-1,-1,-2,NA,874,18,Woman,3,4,0,2,4,3,1,0,1,0,0,0,3,1
283,11/11/2022 08:47,11/11/2022 08:50,0,100,157,1,11/11/2022 08:50,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,22,Another,1,10.841,77.692,78.936,12,0,0,0,4,2,2,4,2,2,3,5,-1,-1,0,0,0,1,1,1,NA,365,22,Non-binary,4,3,0,1.5,3,1,0,0,0,0,5,0,1,2
284,08/10/2022 10:49,08/10/2022 10:53,0,100,243,1,08/10/2022 10:53,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,10.534,132.969,134.338,27,1,0,0,3,2,3,0,0,0,0,0,2,2,1,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,25/09/2022 09:47,25/09/2022 09:50,0,100,202,1,25/09/2022 09:50,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,20,Man,1,6.897,133.871,139.025,24,0,0,1,3,3,0,2,0,0,0,3,-2,-2,0,-2,2,0,0,-1,NA,559,19,Man,4,4,0,4.5,5,4,0,0,2,0,0,5,5,4
286,08/11/2022 16:40,08/11/2022 16:45,0,100,278,1,08/11/2022 16:45,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,25.676,153.377,157.656,17,0,0,0,1,0,0,2,0,0,0,1,-1,0,-1,-2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,09/10/2022 14:24,09/10/2022 14:29,0,100,278,1,09/10/2022 14:29,NA,NA,NA,NA,51.5026,-0.1339,anonymous,EN,1,1,20,Woman,1,11.377,119.38,120.357,49,2,4,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,0,-1,NA,515,19,Woman,2,3,0,5,3,0,0,0,0,5,5,5,5,5
288,25/10/2022 04:01,25/10/2022 04:04,0,100,183,1,25/10/2022 04:04,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,37.353,118.015,119.435,11,1,1,0,4,0,1,2,0,0,0,0,1,1,1,1,0,0,1,1,NA,9,18,Woman,3,4,4,2.5,2,3,1,0,2,2.236067977,5,1,3,2
289,26/09/2022 08:26,26/09/2022 08:29,0,100,187,1,26/09/2022 08:29,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,18.7,82.684,83.388,36,0,0,0,4,3,3,0,3,0,0,0,1,0,1,0,-1,-1,0,-1,NA,85,18,Woman,0,1,0,0,0,0,1,0,0,0,5,0,0,0
290,20/10/2022 10:27,20/10/2022 10:29,0,100,129,1,20/10/2022 10:29,NA,NA,NA,NA,51.6013,-0.2636,anonymous,EN,1,1,19,Woman,1,7.389,54.18,55.108,14,0,0,0,3,2,1,0,0,0,0,0,-2,-1,-2,-1,-2,0,-1,-2,NA,636,18,Woman,2,4,2,3.5,3,4,2,3,2,1.73,3,1,4,3
291,24/10/2022 07:23,24/10/2022 07:26,0,100,150,1,24/10/2022 07:26,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,8.942,79.323,80.373,12,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,NA,48,19,Woman,2,1,4,4,1,3,0,0,0,0,1,0,4,4
292,01/10/2022 09:57,01/10/2022 10:00,0,100,168,1,01/10/2022 10:00,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,21,Woman,1,24.901,96.498,97.301,12,2,1,2,3,0,1,4,0,0,2,3,2,-1,1,-1,-1,1,2,2,NA,56,21,Woman,5,5,4,0,3,3,0,0,1,0,3,0,0,0
293,28/09/2022 17:05,28/09/2022 17:08,0,100,221,1,28/09/2022 17:08,NA,NA,NA,NA,51.5164,-0.093,anonymous,EN,1,1,18,Woman,1,22.45,92.717,93.701,12,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,NA,197,18,Woman,4,2,3,2.5,1,3,0,0,2,1,1,1,2,3
294,29/09/2022 04:59,29/09/2022 05:02,0,100,200,1,29/09/2022 05:02,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,15.049,105.754,106.694,37,0,0,0,2,5,0,1,0,2,0,0,-1,1,-2,-2,0,1,1,1,NA,154,19,Woman,3,3,2,2,2,2,0,0,0,0,5,0,2,2
295,15/11/2022 08:40,15/11/2022 08:43,0,100,171,1,15/11/2022 08:43,NA,NA,NA,NA,51.5788,-0.1235,anonymous,EN,1,1,19,Woman,1,0.923,30.118,30.656,32,2,1,2,2,1,2,2,3,2,3,2,0,-1,1,-1,1,-1,1,-1,NA,711,18,Woman,4,3,3,4,5,3,3,1,5,0,0,2,3,5
296,08/10/2022 13:44,08/10/2022 13:49,0,100,338,1,08/10/2022 13:49,NA,NA,NA,NA,51.1313,-0.0063,anonymous,EN,1,1,18,Woman,1,4.473,183.607,185.831,28,0,0,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-1,-2,NA,397,18,Woman,3,1,1,4,3,2,0,0,0,0,4,0,3,5
297,23/11/2022 15:09,23/11/2022 15:13,0,100,211,1,23/11/2022 15:13,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,35.891,143.062,143.951,34,1,2,2,3,4,4,1,3,2,3,2,1,1,0,0,1,1,2,2,NA,381,18,Woman,3,4,1,1.5,5,2,0,0,2,0,5,0,2,1
298,05/10/2022 05:36,05/10/2022 05:39,0,100,157,1,05/10/2022 05:39,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,27.344,75.537,76.505,11,1,0,1,4,3,4,5,2,2,1,3,-1,-1,1,0,1,2,2,1,NA,525,18,Woman,4,4,2,3.5,2,3,0,0,4,0,5,0,3,4
299,06/11/2022 11:25,06/11/2022 11:27,0,100,130,1,06/11/2022 11:27,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,3.749,58.658,59.337,25,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,0,-1,0,0,NA,204,18,Woman,4,5,2,1.5,4,4,2,0,2,0,0,1,1,2
300,21/10/2022 09:37,21/10/2022 09:39,0,100,136,1,21/10/2022 09:39,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,19,Woman,1,21.94,56.428,58.07,11,1,2,4,1,0,0,0,0,0,0,2,1,0,1,-1,0,1,1,1,NA,486,18,Woman,5,3,3,1.5,3,4,0,0,2,4.47,5,4,1,2
301,02/11/2022 15:42,02/11/2022 15:46,0,100,224,1,02/11/2022 15:46,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Man,1,24.08,120.867,121.115,22,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,NA,404,18,Man,1,2,1,1.5,1,5,0,0,1,0,4,0,0,3
302,31/10/2022 09:24,31/10/2022 09:25,0,100,80,1,31/10/2022 09:25,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,19.173,34.522,35.947,11,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,NA,-2,-2,-2,NA,622,18,Woman,5,4,0,0,3,2,0,0,0,0,2,0,0,0
303,09/10/2022 15:12,09/10/2022 15:14,0,100,124,1,09/10/2022 15:14,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,5.757,74.346,76.495,17,4,3,2,3,2,1,1,0,0,0,0,-1,1,-2,-2,-2,0,-1,-1,NA,385,18,Woman,5,4,2,3.5,4,5,2,1,4,2.236067977,5,1,4,3
304,07/12/2022 09:51,07/12/2022 10:00,0,100,500,1,07/12/2022 10:00,NA,NA,NA,NA,50.8435,-0.2166,anonymous,EN,1,1,19,Woman,1,22.38,397.33,398.292,11,0,0,0,3,2,2,1,0,0,4,1,-1,1,-1,-1,-1,0,0,0,NA,481,18,Woman,2,1,0,2.5,4,2,1,0,0,0,1,0,1,4
305,17/10/2022 08:47,17/10/2022 08:50,0,100,229,1,17/10/2022 08:50,NA,NA,NA,NA,50.82,-1.0664,anonymous,EN,1,1,19,Woman,1,17.075,120.092,121.885,12,1,1,0,2,1,1,4,2,5,3,2,0,0,-1,0,-1,1,2,2,NA,793,18,Woman,5,4,2,2.5,4,3,2,0,1,3,3,3,2,3
306,11/10/2022 20:55,11/10/2022 20:57,0,100,165,1,11/10/2022 20:57,NA,NA,NA,NA,52.9453,-1.4953,anonymous,EN,1,1,21,Woman,1,1.621,86.817,87.559,46,0,0,3,2,2,0,3,0,0,0,0,0,1,-1,-1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,26/09/2022 06:13,26/09/2022 06:15,0,100,113,1,26/09/2022 06:15,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,3.367,55.014,55.905,22,3,3,1,2,1,1,3,0,0,1,0,1,1,-1,-1,-1,-1,-1,1,NA,824,18,Woman,4,3,1,1.5,3,1,2,0,1,0,0,1,1,2
308,29/11/2022 06:28,29/11/2022 06:31,0,100,156,1,29/11/2022 06:31,NA,NA,NA,NA,51.4746,-0.2517,anonymous,EN,1,1,20,Woman,1,24.856,63.37,69.838,12,2,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,10/10/2022 06:42,10/10/2022 06:49,0,100,393,1,10/10/2022 06:49,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,43.157,265.407,269.346,11,1,0,0,2,1,0,0,1,1,0,1,1,0,-1,-1,0,0,-1,-1,NA,568,18,Woman,3,4,0,1,3,3,0,0,4,0,0,4,1,1
310,14/10/2022 05:21,14/10/2022 05:25,0,100,223,1,14/10/2022 05:25,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,20,Woman,1,49.284,149.426,150.89,14,2,1,0,3,3,3,5,5,2,1,4,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,05/10/2022 02:25,05/10/2022 02:27,0,100,122,1,05/10/2022 02:27,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,22,Woman,1,9.746,66.048,68.179,11,0,0,5,2,0,0,1,0,0,0,5,1,2,2,2,2,2,2,2,NA,151,22,Woman,3,5,3,4,5,5,0,0,4,0,5,0,5,3
312,01/10/2022 10:24,01/10/2022 10:29,0,100,339,1,01/10/2022 10:29,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,32.191,191.208,192.56,13,0,0,0,0,2,0,5,4,2,0,0,-1,-1,0,-2,2,0,1,2,NA,536,18,Woman,5,4,2,1,3,4,0,0,1,1.41,2,1,0,2
313,09/11/2022 07:02,09/11/2022 07:10,0,100,470,1,09/11/2022 07:10,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,240.578,402.134,402.616,13,0,0,0,2,1,1,1,0,0,2,0,-2,-2,-1,-1,-1,-1,-1,-1,NA,540,18,Woman,2,3,0,0,3,2,0,0,1,1.73,1,3,0,0
314,21/11/2022 05:37,21/11/2022 05:42,0,100,274,1,21/11/2022 05:42,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,5.44,135.487,136.243,52,1,2,4,4,1,2,3,0,0,0,0,1,1,0,-1,0,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,29/11/2022 04:11,29/11/2022 04:15,0,100,252,1,29/11/2022 04:15,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,19,Woman,1,20.178,123.499,127.94,12,0,1,4,2,0,0,2,0,0,0,1,2,1,1,0,2,1,2,1,NA,834,18,Woman,5,4,0,2.5,4,4,0,0,2,0,0,0,1,4
316,20/10/2022 07:51,20/10/2022 07:53,0,100,89,1,20/10/2022 07:53,NA,NA,NA,NA,52.1073,-0.4649,anonymous,EN,1,1,19,Woman,1,4.808,35.884,36.629,12,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,NA,852,18,Woman,4,3,0,0,3,1,0,0,4,0,0,3,0,0
317,18/10/2022 06:43,18/10/2022 06:45,0,100,150,1,18/10/2022 06:45,NA,NA,NA,NA,50.8345,-0.186,anonymous,EN,1,1,19,Woman,1,5.414,85.798,87.489,18,0,0,0,3,3,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,NA,871,18,Woman,4,1,1,2.5,1,2,0,0,0,0,0,5,2,3
318,30/09/2022 07:45,30/09/2022 07:48,0,100,188,1,30/09/2022 07:48,NA,NA,NA,NA,50.8429,-0.1158,anonymous,EN,1,1,19,Woman,1,5.974,78.226,79.99,12,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,NA,448,18,Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,28/09/2022 07:00,28/09/2022 07:02,0,100,111,1,28/09/2022 07:02,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,1.91,60.767,61.723,26,0,0,0,2,1,0,0,0,0,0,0,-2,-2,-1,-2,1,-2,-2,-2,NA,79,19,Woman,5,4,4,1,1,3,0,1,2,0,0,0,0,2
320,02/10/2022 11:41,02/10/2022 11:45,0,100,254,1,02/10/2022 11:45,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,19,Woman,1,5.063,132.795,133.514,34,0,0,0,0,0,1,0,0,0,0,0,-2,-2,-1,-2,-2,-2,-1,-2,NA,434,19,Woman,3,1,2,3,1,5,0,0,0,0,4,0,2,4
321,11/10/2022 11:31,11/10/2022 11:34,0,100,211,1,11/10/2022 11:34,NA,NA,NA,NA,51.1398,-0.1206,anonymous,EN,1,1,19,Woman,1,2.972,115.764,117.566,39,0,0,0,1,1,0,2,0,0,0,0,-1,0,-1,-2,0,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,27/11/2022 11:12,27/11/2022 11:16,0,100,241,1,27/11/2022 11:16,NA,NA,NA,NA,50.8546,0.5362,anonymous,EN,1,1,18,Woman,1,1.542,125.452,126.933,37,0,0,0,2,1,0,3,2,2,1,0,-1,-1,-2,-2,0,1,0,0,NA,268,18,Woman,1,2,0,0,2,1,0,0,0,1,1,1,0,0
323,01/10/2022 10:48,01/10/2022 10:52,0,100,203,1,01/10/2022 10:52,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,12.178,112.5,113.196,43,0,0,1,0,0,0,3,1,0,0,0,2,1,2,1,2,1,2,1,NA,303,18,Woman,5,2,0,0.5,5,3,0,0,1,0,5,0,0,1
324,02/11/2022 05:15,02/11/2022 05:20,0,100,271,1,02/11/2022 05:20,NA,NA,NA,NA,51.5074,-0.1196,anonymous,EN,1,1,19,Woman,1,47.595,153.981,157.301,12,1,1,0,2,1,0,0,0,1,0,1,1,-1,-1,0,-1,-1,-1,-1,NA,416,19,Woman,4,5,1,0,3,2,0,0,0,1.414213562,2,1,0,0
325,21/10/2022 05:28,21/10/2022 05:32,0,100,225,1,21/10/2022 05:32,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,1,1,18,Woman,1,21.871,84.927,85.385,12,1,1,5,0,0,0,3,2,1,4,2,1,0,2,0,1,1,2,2,NA,432,18,Woman,3,4,2,4.5,3,3,0,0,2,0,5,0,5,4
326,01/10/2022 14:17,01/10/2022 14:20,0,100,178,1,01/10/2022 14:20,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,6.926,73.625,75.526,12,0,0,2,5,5,5,0,0,0,0,3,0,0,1,-1,-2,-2,1,-1,NA,392,18,Woman,5,4,0,0,4,4,0,0,1,0,0,0,0,0
327,12/10/2022 08:35,12/10/2022 08:37,0,100,122,1,12/10/2022 08:37,NA,NA,NA,NA,50.8612,-0.1194,anonymous,EN,1,1,18,Woman,1,5.781,53.8,55.132,14,4,0,1,2,3,0,0,0,0,0,2,0,-1,-2,1,-2,2,1,-2,NA,291,18,Woman,3,2,0,2.5,5,4,0,0,1,1.414213562,1,2,4,1
